Hurguada								
 27.15         33.717        14            2 								
								
 hy	 p	 Ta	 RH	G_Bh	G_Dh	N	 FF	 DD
7420	1012	16.7	61	0	0	3	6.7	348
7421	1012	16.4	60	0	0	3	6.1	308
7422	1012	16.1	62	0	0	3	6.7	340
7423	1012	16.7	63	0	34	3	6.7	23
7424	1012	18.9	56	149	124	3	6.9	327
7425	1012	20.9	49	415	70	0	6.9	8
7426	1012	22.7	41	593	64	0	8.6	25
7427	1012	24.1	38	691	75	0	9.8	4
7428	1012	25.2	34	724	78	0	9.8	327
7429	1012	25.8	33	690	74	0	8.3	14
7430	1012	26	33	590	63	0	8	22
7431	1012	25.7	34	422	58	0	8	343
7432	1012	24.8	37	145	123	3	9.8	38
7433	1012	23.4	39	0	35	3	8	311
7434	1012	22.8	43	0	0	3	6.9	253
7435	1011	22.2	43	0	0	3	5.9	104
7436	1011	21.5	48	0	0	3	6.7	307
7437	1011	20.9	54	0	0	3	5.3	295
7438	1011	20.3	59	0	0	3	6.3	319
7439	1011	19.7	61	0	0	3	6.1	284
7440	1011	19.1	62	0	0	3	6.1	275
7441	1011	18.7	64	0	0	3	5.7	282
7442	1011	18.3	67	0	0	3	4.5	309
7443	1011	17.9	69	0	0	3	4.8	324
7444	1011	17.6	65	0	0	3	5.3	315
7445	1011	17.4	64	0	0	3	4.2	299
7446	1011	17.2	64	0	0	3	4.6	308
7447	1011	17.8	61	0	30	3	4.5	353
7448	1011	19.9	55	132	117	3	4.6	345
7449	1011	21.7	49	347	92	0	4.2	339
7450	1011	23.5	42	482	118	0	4.2	327
7451	1010	24.9	37	598	112	0	3.6	356
7452	1010	25.9	36	614	125	0	3.5	357
7453	1010	26.5	33	516	165	0	3.5	28
7454	1010	26.7	33	448	130	0	3.3	69
7455	1010	26.4	35	349	87	0	3.3	70
7456	1010	25.5	38	133	111	3	3.3	4
7457	1010	24.2	42	0	31	3	4.2	336
7458	1010	23.7	47	0	0	3	3.6	342
7459	1011	23.3	48	0	0	3	3.3	27
7460	1011	22.8	50	0	0	2	3.1	344
7461	1011	22.3	48	0	0	2	3.5	353
7462	1011	21.9	48	0	0	2	3.5	10
7463	1011	21.4	47	0	0	2	4	347
7464	1011	20.9	49	0	0	2	3.1	307
7465	1011	20.6	53	0	0	2	3.3	6
7466	1011	20.3	57	0	0	2	3.5	342
7467	1011	20	59	0	0	2	3.6	318
7468	1011	19.8	61	0	0	2	2.9	331
7469	1011	19.7	62	0	0	2	2.6	344
7470	1011	19.5	60	0	0	2	2.9	326
7471	1011	20.1	59	0	29	2	3.1	317
7472	1011	22.2	55	135	114	2	3.1	330
7473	1011	24.2	49	357	84	0	2.4	344
7474	1011	26	39	500	101	0	3.1	330
7475	1011	27.4	36	583	119	0	3.6	28
7476	1011	28.5	34	620	119	0	3.6	23
7477	1011	29.1	32	593	111	0	3.5	20
7478	1011	29.4	34	536	79	0	4	347
7479	1011	29.2	34	379	76	0	4.8	337
7480	1011	28.3	38	128	118	2	5	304
7481	1011	27	42	0	27	2	4.2	334
7482	1011	26.4	49	0	0	2	4.2	344
7483	1011	25.8	50	0	0	2	3.8	353
7484	1011	25.2	50	0	0	3	5	333
7485	1011	24.6	52	0	0	3	4.2	335
7486	1011	24.1	56	0	0	3	3.1	348
7487	1011	23.5	61	0	0	3	2.6	339
7488	1011	22.9	61	0	0	3	2.7	329
7489	1011	22.4	61	0	0	3	2.1	328
7490	1011	21.8	64	0	0	3	2.2	4
7491	1011	21.3	67	0	0	3	2.6	352
7492	1011	21	67	0	0	3	3.6	329
7493	1011	20.7	68	0	0	3	2.9	47
7494	1011	20.5	72	0	0	3	3.3	239
7495	1012	21	71	0	31	3	3.6	160
7496	1012	23.2	63	139	120	3	3.1	322
7497	1012	25.2	53	401	69	0	3.1	330
7498	1012	27	44	576	64	0	3.6	300
7499	1012	28.4	41	675	74	0	4.5	245
7500	1012	29.5	37	708	78	0	5.3	331
7501	1012	30.2	36	674	74	0	7.2	308
7502	1012	30.4	36	574	63	0	8	25
7503	1012	30.2	36	405	62	0	8	15
7504	1012	29.2	37	137	119	3	6.9	6
7505	1012	27.8	42	0	31	3	7.4	343
7506	1012	27.2	46	0	0	3	8	316
7507	1012	26.5	49	0	0	3	6.1	347
7508	1012	25.9	51	0	0	3	6.3	21
7509	1012	25.3	54	0	0	3	5.2	4
7510	1012	24.6	55	0	0	3	4.6	356
7511	1012	24	59	0	0	3	4.2	345
7512	1012	23.3	60	0	0	3	4.2	331
7513	1012	22.8	61	0	0	3	4	356
7514	1012	22.3	60	0	0	3	2.9	2
7515	1012	21.8	64	0	0	3	4	343
7516	1012	21.5	65	0	0	3	5	49
7517	1012	21.2	64	0	0	3	4.5	316
7518	1012	21	61	0	0	3	3.5	257
7519	1012	21.5	57	0	28	3	3.8	52
7520	1012	23.6	53	134	118	3	3.1	332
7521	1012	25.5	48	381	72	0	3.3	338
7522	1012	27.3	39	560	67	0	2.6	345
7523	1012	28.8	34	651	79	0	2.4	16
7524	1012	29.8	33	684	82	0	4.2	1
7525	1012	30.5	33	649	79	0	5.2	349
7526	1012	30.7	31	553	68	0	5	16
7527	1012	30.5	32	400	56	0	4	4
7528	1012	29.6	35	135	118	3	4	342
7529	1012	28.2	36	0	27	3	3.3	359
7530	1012	27.6	38	0	0	3	2.7	336
7531	1012	26.9	42	0	0	3	2.6	4
7532	1012	26.3	43	0	0	3	3.1	346
7533	1012	25.7	45	0	0	3	3.1	339
7534	1012	25	48	0	0	3	3.1	350
7535	1012	24.4	51	0	0	3	3.5	346
7536	1012	23.7	54	0	0	3	4.8	343
7537	1012	23.2	56	0	0	3	4.6	309
7538	1012	22.7	55	0	0	3	4.5	350
7539	1012	22.1	55	0	0	3	5.2	337
7540	1012	21.9	55	0	0	3	5.5	11
7541	1012	21.6	55	0	0	3	5	13
7542	1012	21.4	55	0	0	3	5	336
7543	1012	21.9	55	0	27	3	5.7	350
7544	1012	24.1	48	134	118	3	7.4	339
7545	1012	26.1	45	390	69	0	9.3	332
7546	1012	28	36	563	65	0	10.4	307
7547	1012	29.5	36	662	74	0	10.5	18
7548	1012	30.6	35	695	78	0	11.1	318
7549	1012	31.3	35	662	74	0	11.4	321
7550	1012	31.5	37	563	63	0	12.7	28
7551	1011	31.2	39	385	68	0	12.2	28
7552	1011	30.3	41	129	115	3	10.2	141
7553	1011	28.8	45	0	24	3	9.8	155
7554	1011	28	49	0	0	3	9.3	41
7555	1011	27.2	48	0	0	3	6.9	25
7556	1011	26.4	49	0	0	3	5.7	247
7557	1011	25.6	50	0	0	3	5.5	256
7558	1011	24.9	49	0	0	3	4.5	154
7559	1011	24.1	53	0	0	3	3.1	251
7560	1011	23.3	56	0	0	3	3.8	321
7561	1011	22.6	60	0	0	3	3.6	299
7562	1011	21.9	58	0	0	3	4.2	305
7563	1010	21.2	57	0	0	3	5.5	226
7564	1010	20.8	59	0	0	4	4.8	34
7565	1010	20.5	57	0	0	4	3.8	128
7566	1010	20.2	57	0	0	4	3.1	307
7567	1010	20.5	58	0	18	4	3.5	319
7568	1010	22.3	54	107	109	4	4.2	87
7569	1010	23.8	48	234	144	2	4.5	147
7570	1010	25.1	43	263	230	4	5.7	5
7571	1010	26.3	40	420	200	2	7.2	55
7572	1010	27.2	37	408	228	3	7.2	342
7573	1010	27.8	34	438	207	2	6.7	346
7574	1010	28.1	34	456	119	0	8	339
7575	1010	28	33	346	81	0	8	62
7576	1010	27.3	35	104	119	4	7.2	113
7577	1010	26.1	37	0	14	4	8.6	350
7578	1010	25.4	44	0	0	4	9.8	46
7579	1010	24.7	48	0	0	4	9.8	109
7580	1010	24	51	0	0	4	8.6	11
7581	1010	23.3	53	0	0	4	9.8	344
7582	1010	22.6	54	0	0	4	10.2	70
7583	1010	21.9	58	0	0	4	8.3	6
7584	1010	21.2	65	0	0	4	9.3	324
7585	1010	20.7	67	0	0	4	7.4	341
7586	1010	20.1	65	0	0	4	6.9	13
7587	1010	19.5	64	0	0	4	8	47
7588	1010	19.2	65	0	0	4	7.4	336
7589	1010	18.9	63	0	0	4	5	342
7590	1011	18.7	63	0	0	4	4.8	339
7591	1011	19.1	61	0	22	4	5	331
7592	1011	21	55	108	119	4	3.8	327
7593	1011	22.8	49	326	91	0	4	343
7594	1011	24.4	40	455	115	0	5	349
7595	1011	25.7	37	556	122	0	5.9	343
7596	1011	26.7	34	601	118	0	6.7	314
7597	1011	27.4	33	591	101	0	6.9	359
7598	1011	27.7	34	512	81	0	8.3	333
7599	1011	27.5	36	374	63	0	9.8	17
7600	1011	26.7	37	127	114	4	11.1	15
7601	1011	25.4	40	0	27	4	9.3	320
7602	1011	24.7	48	0	0	4	8.9	16
7603	1011	24	50	0	0	4	8.9	136
7604	1011	23.3	53	0	0	4	7.7	36
7605	1011	22.6	57	0	0	4	7.7	19
7606	1011	21.9	60	0	0	4	6.5	19
7607	1011	21.3	62	0	0	4	6.1	331
7608	1011	20.6	65	0	0	4	6.5	336
7609	1011	20	66	0	0	4	6.3	333
7610	1011	19.4	73	0	0	4	8.6	333
7611	1011	18.8	76	0	0	4	8.6	55
7612	1011	18.4	78	0	0	4	8.3	52
7613	1011	18.1	79	0	0	4	6.7	344
7614	1011	17.9	74	0	0	4	5.3	58
7615	1011	18.3	71	0	24	4	5.5	183
7616	1012	20.4	63	131	116	4	5	330
7617	1012	22.4	55	410	50	0	3.6	20
7618	1012	24.1	47	562	61	0	4	24
7619	1012	25.5	43	648	74	0	5.5	146
7620	1012	26.6	38	691	75	0	5	230
7621	1012	27.3	34	665	71	0	4.8	142
7622	1012	27.5	33	567	61	0	4.5	318
7623	1012	27.3	36	405	50	0	4	313
7624	1012	26.4	36	130	116	4	5.3	311
7625	1012	25	39	0	23	4	5.3	329
7626	1012	24.3	44	0	0	4	4.5	309
7627	1012	23.5	47	0	0	4	4.2	311
7628	1012	22.8	50	0	0	4	2.4	291
7629	1012	22.1	49	0	0	4	2.2	303
7630	1012	21.3	55	0	0	4	2.3	260
7631	1012	20.6	55	0	0	4	2.1	316
7632	1012	19.9	58	0	0	4	1.6	310
7633	1012	19.2	62	0	0	3	1.7	319
7634	1012	18.5	62	0	0	3	1.6	304
7635	1012	17.9	67	0	0	3	2.2	299
7636	1012	17.5	65	0	0	3	2.6	311
7637	1012	17.2	66	0	0	3	2.2	141
7638	1012	16.9	60	0	0	3	1.8	29
7639	1012	17.3	56	0	23	3	2.6	14
7640	1012	19.3	50	126	113	3	3.1	350
7641	1012	21.2	47	387	55	0	3.8	331
7642	1012	22.9	39	541	66	0	4	343
7643	1012	24.2	35	636	76	0	4.5	325
7644	1012	25.2	33	657	84	0	4.2	72
7645	1012	25.9	30	638	75	0	4	28
7646	1012	26.1	28	543	65	0	3.3	4
7647	1011	25.9	33	389	54	0	2.7	344
7648	1011	25	36	128	114	3	3.8	329
7649	1011	23.7	38	0	23	3	4.8	359
7650	1011	23	42	0	0	3	4.6	10
7651	1011	22.2	44	0	0	3	5.9	348
7652	1011	21.5	42	0	0	4	5.5	343
7653	1011	20.8	42	0	0	4	5.2	17
7654	1011	20	42	0	0	4	5.2	336
7655	1011	19.3	48	0	0	4	4.2	340
7656	1011	18.6	49	0	0	4	4	343
7657	1011	18	52	0	0	4	4	343
7658	1011	17.3	56	0	0	4	4.8	323
7659	1011	16.6	64	0	0	4	6.7	352
7660	1011	16.3	67	0	0	4	6.1	352
7661	1011	16	68	0	0	4	5	13
7662	1011	15.7	68	0	0	4	4.6	338
7663	1011	16.1	70	0	22	4	4.2	348
7664	1011	18	62	121	110	4	5.3	82
7665	1011	19.8	56	374	59	0	4.6	323
7666	1011	21.4	47	517	74	0	4	338
7667	1011	22.8	43	612	84	0	4	346
7668	1011	23.8	40	635	92	0	4.5	13
7669	1011	24.4	39	612	84	0	5.7	5
7670	1011	24.6	36	520	72	0	5.9	315
7671	1011	24.3	35	370	61	0	5.9	343
7672	1011	23.5	37	120	110	4	5.9	6
7673	1011	22.2	42	0	21	4	5.7	44
7674	1011	21.6	44	0	0	4	5.2	318
7675	1011	21	46	0	0	4	5	12
7676	1011	20.5	47	0	0	4	3.8	13
7677	1011	19.9	50	0	0	4	2.3	95
7678	1011	19.3	51	0	0	4	2	74
7679	1011	18.8	54	0	0	4	1.7	339
7680	1010	18.2	59	0	0	4	1.9	73
7681	1010	17.9	60	0	0	4	1.9	359
7682	1010	17.5	65	0	0	4	1.8	330
7683	1010	17.1	62	0	0	4	2	342
7684	1010	16.9	61	0	0	4	1.6	353
7685	1010	16.7	65	0	0	5	1.4	358
7686	1010	16.5	70	0	0	5	1.9	26
7687	1010	16.9	68	0	17	5	1.7	335
7688	1010	18.5	59	82	108	5	2.1	344
7689	1010	20.1	57	201	154	4	2	11
7690	1010	21.8	51	375	162	1	2.4	314
7691	1010	23	45	403	197	2	2.6	323
7692	1010	23.9	42	410	215	3	3.3	328
7693	1010	24.5	40	453	178	1	4.2	318
7694	1010	24.8	38	415	132	0	5.9	343
7695	1010	24.6	39	236	137	2	6.3	349
7696	1010	23.9	42	112	106	3	6.1	316
7697	1010	22.8	46	0	30	3	6.5	12
7698	1010	22.2	51	0	0	3	6.9	16
7699	1010	21.7	52	0	0	3	7.7	17
7700	1010	21.1	53	0	0	3	6.9	347
7701	1010	20.6	56	0	0	3	6.7	352
7702	1010	20	54	0	0	3	7.2	325
7703	1010	19.5	56	0	0	3	7.7	53
7704	1010	19	61	0	0	3	8	68
7705	1010	18.5	60	0	0	3	8.9	54
7706	1010	17.9	63	0	0	3	8.9	47
7707	1010	17.4	70	0	0	3	10.8	58
7708	1011	17.1	71	0	0	3	12.7	46
7709	1011	16.8	73	0	0	3	10.8	210
7710	1011	16.6	76	0	0	3	10.4	312
7711	1011	16.9	74	0	19	3	8.9	314
7712	1011	18.8	68	118	108	3	8.9	301
7713	1011	20.7	63	371	59	0	8.3	285
7714	1011	22.3	54	520	69	0	7.7	203
7715	1011	23.7	52	612	80	0	7.2	32
7716	1011	24.7	46	651	82	0	8.3	4
7717	1011	25.3	41	608	82	0	8.6	149
7718	1011	25.5	40	510	74	0	8.6	82
7719	1011	25.2	43	357	69	0	8.3	334
7720	1011	24.4	45	116	109	3	9.3	340
7721	1011	23	52	0	19	3	8.6	307
7722	1011	22.7	55	0	0	3	7.7	346
7723	1011	22.3	55	0	0	3	8.6	342
7724	1011	21.9	58	0	0	3	6.7	14
7725	1011	21.6	58	0	0	3	5.9	354
7726	1011	21.2	59	0	0	3	5.3	331
7727	1011	20.9	60	0	0	3	5.7	328
7728	1011	20.5	61	0	0	3	6.1	324
7729	1011	20.3	55	0	0	3	6.9	338
7730	1011	20.2	55	0	0	3	6.9	326
7731	1011	20.1	57	0	0	3	8.3	341
7732	1011	20.1	62	0	0	3	8	304
7733	1011	20	63	0	0	3	6.7	7
7734	1011	20	66	0	0	3	7.2	351
7735	1011	20.4	65	0	19	3	6.1	332
7736	1011	22.5	60	119	110	3	5.7	354
7737	1011	24.6	52	378	56	0	6.3	346
7738	1011	26.5	41	541	60	0	7.4	347
7739	1012	28	38	644	69	0	6.9	345
7740	1012	29.2	36	668	75	0	6.7	357
7741	1012	29.9	34	636	71	0	7.4	358
7742	1012	30.2	35	542	61	0	8.3	6
7743	1011	30	37	381	53	0	10.2	330
7744	1011	29.1	40	122	111	3	11.7	335
7745	1011	27.7	45	0	20	3	15.7	354
7746	1011	27.1	50	0	0	3	13.3	346
7747	1011	26.4	50	0	0	3	12.7	328
7748	1011	25.8	52	0	0	3	11.1	304
7749	1011	25.1	54	0	0	3	11.7	356
7750	1011	24.5	57	0	0	3	11.4	340
7751	1011	23.8	59	0	0	3	10.5	342
7752	1011	23.2	58	0	0	3	9.3	327
7753	1011	22.4	57	0	0	3	8.6	330
7754	1011	21.6	58	0	0	3	8.3	1
7755	1011	20.8	58	0	0	3	10.4	334
7756	1011	20.4	59	0	0	3	9.3	335
7757	1011	20	63	0	0	3	7.2	335
7758	1011	19.7	67	0	0	3	7.4	328
7759	1011	20	68	0	16	3	8.3	313
7760	1011	21.6	64	96	110	3	9.3	328
7761	1011	23.2	57	297	93	0	9.8	337
7762	1011	24.7	51	449	106	0	11.7	344
7763	1011	26.1	47	562	110	0	12.2	319
7764	1011	27	45	594	106	0	14.4	323
7765	1011	27.6	41	574	96	0	12.2	354
7766	1011	27.8	43	462	101	0	10.8	339
7767	1011	27.5	42	294	105	0	10.5	334
7768	1010	26.7	47	83	118	4	10.2	2
7769	1010	25.5	51	0	13	4	8.6	5
7770	1010	24.8	58	0	0	4	7.4	302
7771	1010	24.1	59	0	0	4	7.4	335
7772	1010	23.4	59	0	0	4	6.9	180
7773	1010	22.6	57	0	0	5	5.5	128
7774	1010	21.9	59	0	0	5	4.8	265
7775	1010	21.2	65	0	0	5	4.8	295
7776	1010	20.5	67	0	0	5	4.6	58
7777	1010	19.9	68	0	0	5	5.7	211
7778	1010	19.3	72	0	0	5	5.5	41
7779	1010	18.6	75	0	0	5	6.7	356
7780	1010	18.3	70	0	0	5	6.7	320
7781	1010	18	73	0	0	5	5.2	342
7782	1010	17.8	74	0	0	5	6.1	331
7783	1010	17.9	72	0	9	5	5.9	13
7784	1010	19.2	65	54	101	5	6.1	4
7785	1010	20.6	62	134	173	5	4.8	322
7786	1010	22.1	54	294	192	3	4.5	24
7787	1010	23.4	46	421	178	0	4.8	322
7788	1010	24.4	43	451	193	0	4.8	9
7789	1010	25	44	451	181	0	5.5	344
7790	1010	25.4	45	491	88	0	5	32
7791	1010	25.3	43	341	75	0	4.5	336
7792	1010	24.7	44	112	108	2	6.3	329
7793	1010	23.6	46	0	26	2	6.1	339
7794	1010	23	54	0	0	2	6.1	343
7795	1010	22.5	55	0	0	2	5.7	27
7796	1010	21.9	58	0	0	2	5.3	323
7797	1010	21.4	56	0	0	2	4.8	328
7798	1009	20.8	59	0	0	2	4.2	326
7799	1009	20.3	60	0	0	2	3.8	148
7800	1009	19.8	63	0	0	2	3.6	241
7801	1009	19.4	66	0	0	2	3.6	331
7802	1009	19	66	0	0	2	4	84
7803	1009	18.5	71	0	0	2	4.8	314
7804	1009	18.3	71	0	0	1	4	316
7805	1009	18.1	69	0	0	1	2.9	295
7806	1009	18	72	0	0	1	2.7	289
7807	1009	18.3	67	0	19	1	2.9	280
7808	1009	20.1	57	108	104	1	2.9	295
7809	1009	21.8	51	326	73	0	3.3	313
7810	1009	23.3	43	377	150	0	3.3	71
7811	1009	24.3	40	320	239	3	4	20
7812	1009	25	39	304	269	4	4.6	109
7813	1009	25.3	37	265	269	5	4.8	15
7814	1009	25.4	38	210	237	5	5.5	338
7815	1009	25.1	38	177	155	3	5.5	339
7816	1009	24.4	38	61	102	5	5.9	331
7817	1009	23.3	42	0	16	5	6.5	22
7818	1009	22.8	48	0	0	5	6.3	331
7819	1009	22.3	52	0	0	5	5.5	357
7820	1009	21.8	55	0	0	5	5.7	350
7821	1009	21.3	57	0	0	4	5.7	343
7822	1009	20.8	58	0	0	4	5.3	308
7823	1009	20.2	57	0	0	4	5.3	335
7824	1010	19.7	61	0	0	4	5.3	13
7825	1010	19.3	60	0	0	4	6.1	351
7826	1010	18.8	64	0	0	4	5.7	7
7827	1010	18.4	63	0	0	4	6.7	345
7828	1010	18.2	62	0	0	4	6.1	20
7829	1010	18	65	0	0	4	5.3	343
7830	1010	17.8	66	0	0	4	6.1	303
7831	1010	18.1	61	0	12	4	5.7	335
7832	1010	19.8	57	90	106	4	6.3	353
7833	1010	21.5	49	291	90	0	6.5	326
7834	1010	23.1	41	440	104	0	7.4	5
7835	1010	24.5	37	539	108	0	8	315
7836	1010	25.5	34	531	137	0	7.4	353
7837	1010	26.1	31	506	130	0	6.9	16
7838	1010	26.3	33	393	134	0	7.7	25
7839	1010	26	36	252	121	0	7.4	355
7840	1010	25.2	37	69	118	5	7.2	66
7841	1010	24	42	0	14	5	6.9	77
7842	1010	23.4	45	0	0	5	8.6	49
7843	1011	22.7	47	0	0	5	7.4	353
7844	1011	22	48	0	0	5	6.3	354
7845	1011	21.3	46	0	0	5	8	327
7846	1011	20.6	49	0	0	5	8.9	9
7847	1011	19.9	51	0	0	5	8.9	359
7848	1011	19.2	50	0	0	4	7.4	4
7849	1011	18.5	54	0	0	4	7.4	359
7850	1011	17.8	59	0	0	4	7.2	350
7851	1011	17.1	60	0	0	4	8.3	346
7852	1011	16.7	57	0	0	4	7.7	353
7853	1011	16.3	58	0	0	4	7.7	324
7854	1011	16	54	0	0	4	7.4	333
7855	1011	16.2	53	0	14	4	6.9	346
7856	1011	17.9	45	109	104	4	7.4	323
7857	1011	19.7	43	359	53	0	9.3	350
7858	1011	21.3	37	508	64	0	8.9	353
7859	1011	22.6	36	613	70	0	9.8	335
7860	1012	23.6	33	650	74	0	10.8	47
7861	1012	24.2	34	621	70	0	9.8	26
7862	1012	24.4	33	524	62	0	9.3	33
7863	1012	24.2	32	366	55	0	7.4	315
7864	1012	23.3	34	117	108	4	8.3	108
7865	1012	22.1	39	0	17	4	7.2	347
7866	1012	21.5	42	0	0	4	7.2	342
7867	1012	20.9	45	0	0	4	5.3	351
7868	1012	20.4	47	0	0	4	4.8	327
7869	1012	19.8	50	0	0	4	5.2	8
7870	1012	19.2	55	0	0	4	5.2	323
7871	1012	18.7	59	0	0	4	5.7	330
7872	1012	18.1	64	0	0	4	6.1	330
7873	1012	17.7	63	0	0	4	6.7	352
7874	1012	17.4	62	0	0	4	6.5	318
7875	1012	17	62	0	0	4	7.2	356
7876	1012	16.8	63	0	0	4	6.9	350
7877	1012	16.6	65	0	0	4	5.7	351
7878	1012	16.5	70	0	0	4	8	82
7879	1012	16.8	72	0	14	4	8	254
7880	1012	18.7	65	108	107	4	6.5	154
7881	1012	20.6	57	368	50	0	7.2	74
7882	1012	22.4	47	516	60	0	8.3	156
7883	1012	23.8	42	613	69	0	8.6	27
7884	1012	24.9	38	655	72	0	7.7	323
7885	1012	25.6	37	632	67	0	7.7	297
7886	1012	25.9	38	540	58	0	8.3	283
7887	1012	25.7	39	380	50	0	9.3	317
7888	1012	24.9	40	119	111	4	9.3	320
7889	1012	23.6	47	0	19	4	9.3	318
7890	1012	22.9	57	0	0	4	7.7	305
7891	1012	22.3	59	0	0	4	6.9	360
7892	1012	21.6	63	0	0	4	7.4	334
7893	1012	21	63	0	0	4	6.3	7
7894	1012	20.3	61	0	0	4	5.7	2
7895	1012	19.7	60	0	0	4	5.9	326
7896	1012	19	63	0	0	4	6.1	326
7897	1012	18.4	69	0	0	4	5.9	305
7898	1012	17.7	68	0	0	4	5.2	314
7899	1012	17	66	0	0	4	6.1	323
7900	1012	16.7	68	0	0	4	5.3	316
7901	1012	16.3	63	0	0	4	4.2	319
7902	1012	16.1	67	0	0	4	3.5	338
7903	1012	16.3	68	0	13	4	2.9	320
7904	1012	18.1	60	109	111	4	3.1	355
7905	1012	20	51	378	53	0	2.4	315
7906	1012	21.8	44	540	65	0	2	340
7907	1012	23.2	42	640	73	0	2.4	315
7908	1012	24.2	42	676	77	0	2.9	349
7909	1012	24.9	38	645	73	0	3.5	351
7910	1012	25.2	36	550	64	0	3.3	254
7911	1012	24.9	35	392	51	0	3.1	242
7912	1012	24.1	37	121	116	4	2.4	303
7913	1012	22.7	40	0	17	4	2	327
7914	1012	22.1	43	0	0	4	2.3	302
7915	1012	21.4	46	0	0	4	1.8	295
7916	1012	20.7	48	0	0	4	1.7	92
7917	1012	20	52	0	0	4	1.3	309
7918	1012	19.4	57	0	0	4	1.4	308
7919	1012	18.7	63	0	0	4	1.2	39
7920	1012	18	65	0	0	4	1	357
7921	1012	17.5	68	0	0	4	0.8	336
7922	1012	16.9	76	0	0	4	0.7	347
7923	1012	16.3	80	0	0	4	1	14
7924	1012	16	75	0	0	4	0.7	337
7925	1012	15.7	74	0	0	4	0.5	346
7926	1012	15.5	71	0	0	4	0.6	336
7927	1012	15.7	67	0	12	4	0.3	352
7928	1012	17.6	54	103	105	4	0.8	339
7929	1012	19.4	52	362	49	0	1.2	356
7930	1012	21.1	44	526	57	0	1.4	351
7931	1012	22.6	39	630	68	0	1.8	1
7932	1012	23.7	35	666	72	0	2.1	55
7933	1012	24.4	34	637	69	0	2.2	104
7934	1012	24.7	32	546	62	0	2.4	350
7935	1012	24.4	34	392	52	0	2.7	330
7936	1012	23.6	36	123	117	4	2.4	2
7937	1012	22.3	39	0	22	4	2.3	34
7938	1012	21.7	44	0	0	4	2.4	84
7939	1012	21.1	50	0	0	4	2	63
7940	1012	20.4	53	0	0	4	1.7	358
7941	1012	19.8	58	0	0	4	1.3	135
7942	1012	19.1	61	0	0	4	1.2	135
7943	1012	18.5	61	0	0	4	1	86
7944	1012	17.9	65	0	0	4	0.9	232
7945	1012	17.3	69	0	0	4	1.2	52
7946	1012	16.8	68	0	0	4	1.3	88
7947	1012	16.3	66	0	0	4	1.5	306
7948	1012	16	68	0	0	4	1.7	91
7949	1012	15.7	68	0	0	4	1.5	347
7950	1012	15.5	71	0	0	4	2.2	7
7951	1012	15.7	73	0	12	4	2.2	323
7952	1012	17.5	66	101	104	4	2.6	338
7953	1012	19.4	59	362	49	0	3.1	358
7954	1012	21.1	50	523	57	0	3.5	317
7955	1012	22.6	47	625	67	0	4.2	321
7956	1012	23.7	45	662	71	0	4.6	343
7957	1012	24.4	44	634	68	0	4.6	334
7958	1012	24.6	42	534	58	0	5	358
7959	1012	24.4	42	378	50	0	6.1	351
7960	1012	23.6	42	117	110	4	7.4	2
7961	1012	22.3	44	0	16	4	8.9	334
7962	1012	21.6	50	0	0	4	9.8	23
7963	1012	20.8	48	0	0	4	8.9	345
7964	1012	20	49	0	0	4	7.2	334
7965	1012	19.3	53	0	0	4	5.3	10
7966	1012	18.5	58	0	0	4	4.2	359
7967	1012	17.8	62	0	0	4	4.6	358
7968	1012	17	66	0	0	4	4	314
7969	1012	16.3	72	0	0	4	3.8	325
7970	1012	15.5	74	0	0	4	4.5	319
7971	1012	14.7	73	0	0	4	4.6	327
7972	1012	14.4	77	0	0	4	4	350
7973	1012	14	74	0	0	4	3.3	321
7974	1012	13.7	79	0	0	4	3.8	332
7975	1012	13.9	75	0	11	4	5	18
7976	1012	15.7	66	95	100	4	5	7
7977	1012	17.5	59	335	61	0	4.5	12
7978	1012	19.3	48	506	58	0	5.3	15
7979	1012	20.7	44	605	67	0	6.1	357
7980	1012	21.8	40	634	73	0	6.3	13
7981	1012	22.5	36	603	71	0	6.5	349
7982	1011	22.7	37	512	62	0	6.7	321
7983	1011	22.5	36	347	65	0	8.6	37
7984	1011	21.6	40	111	104	3	7.7	202
7985	1011	20.3	47	0	16	3	7.2	241
7986	1011	19.9	52	0	0	4	5.7	331
7987	1011	19.4	50	0	0	4	5.9	316
7988	1011	18.9	52	0	0	4	5.2	314
7989	1011	18.4	50	0	0	4	4	320
7990	1011	17.9	51	0	0	4	3.1	299
7991	1011	17.5	54	0	0	4	2.7	314
7992	1011	17	55	0	0	4	3.1	137
7993	1011	16.6	55	0	0	4	2.7	235
7994	1011	16.2	56	0	0	5	3.1	336
7995	1010	15.8	58	0	0	5	4.5	14
7996	1010	15.6	57	0	0	5	4.6	321
7997	1010	15.4	59	0	0	5	4.5	346
7998	1010	15.3	59	0	0	5	4.2	323
7999	1010	15.5	57	0	9	5	4.5	346
8000	1010	16.8	52	59	93	5	5	340
8001	1010	18.2	50	152	147	4	5.7	334
8002	1010	19.7	45	258	194	4	6.3	340
8003	1010	21.1	41	412	181	2	6.1	347
8004	1010	22.1	41	424	183	2	5.2	10
8005	1010	22.8	38	418	184	2	4.6	328
8006	1010	23.2	36	465	110	0	4.2	336
8007	1010	23.2	36	314	87	0	5.3	326
8008	1010	22.5	38	98	107	4	5.2	333
8009	1010	21.4	41	0	21	4	4.2	315
8010	1010	20.8	47	0	0	4	3.8	23
